ticket_id,channel,county,area,customer_segment,plan_type,product,issue_category,issue_subcategory,intent,language,raw_message,sentiment_label,sentiment_score,priority,resolution_status,first_response_time_min,resolution_time_hours,assigned_team,agent_id,action_taken,csat_1to5,nps_-100to100,churn_risk
KECS-20241220-00080,Call Center,Uasin Gishu,Turbo,SME,Postpaid,SIM & Registration,SIM & Registration,SIM not registered / SIM swap,Inquiry,SHENG,Need clarification about SIM & Registration: SIM not registered / SIM swap. My number: 9729** (masked). kuja bana,Negative,-0.476,Medium,Pending,17,31.35,Care-General,AG-27716,Guided SIM replacement process,,,Medium
KECS-20251021-00081,SMS/USSD,Meru,Meru Town,Consumer,Prepaid,Data Bundles,Data Bundles,Billing for data,Complaint,SW,"Hi KifaruTel, Billing for data on my Data Bundles. Bundle: Monthly 10GB (KES 1000). hii ni noma",Negative,-0.653,Medium,Resolved,12,14.20,Tech-Network,AG-77517,Ran network diagnostics; suggested 4G/5G settings,2,,Medium
KECS-20250710-00082,WhatsApp,Nairobi,Karen,Consumer,Prepaid,Roaming & International,Roaming & International,Data roaming settings,Complaint,EN,"Hi KifaruTel, Data roaming settings on my Roaming & International. My number: 2614** (masked).",Negative,-0.435,Medium,Resolved,11,7.55,Care-General,AG-51609,Explained charges and plan details,2,-23,Low
KECS-20250418-00083,Mobile App Chat,Busia,Stage,Consumer,Prepaid,Data Bundles,Data Bundles,Coverage/4G/5G unavailable,Complaint,SHENG,"Hi KifaruTel, Coverage/4G/5G unavailable on my Data Bundles. Bundle: Night 2GB (KES 100). msee",Neutral,-0.091,Medium,Resolved,7,15.97,Tech-Network,AG-94522,Logged coverage complaint for optimization,4,-13,Low
KECS-20250614-00084,Call Center,West Pokot,Stage,Consumer,Prepaid,Data Bundles,Data Bundles,Data depleted too fast,Complaint,SW,"Hi KifaruTel, Data depleted too fast on my Data Bundles. Bundle: Monthly 10GB (KES 1000). mko wapi",Negative,-0.754,Medium,Resolved,14,4.89,Tech-Network,AG-06665,Logged coverage complaint for optimization,1,,Medium
KECS-20240724-00085,Call Center,Bungoma,Stage,Consumer,Prepaid,Device Financing,Device Financing,Installment payment issue,Report Fraud,EN,Please help! Fraud/scam on my line. Device Financing: Installment payment issue. Amount KES 5000.,Negative,-0.808,Medium,Resolved,10,16.74,Billing,AG-98515,Reset account credentials,4,-9,Low
KECS-20251203-00086,Twitter/X,Makueni,Market,SME,Postpaid,Data Bundles,Data Bundles,Night bundle / validity confusion,Report Fraud,EN,Please help! Fraud/scam on my line. Data Bundles: Night bundle / validity confusion. Amount KES 50. Bundle: TikTok Pack (KES 50).,Negative,-0.685,Medium,Pending,21,10.01,Tech-Network,AG-88770,Logged coverage complaint for optimization,,,Medium
KECS-20240226-00087,Call Center,Garissa,Town,Consumer,Prepaid,Data Bundles,Data Bundles,Data depleted too fast,Inquiry,EN,How do I about Data Bundles: Data depleted too fast. Bundle: TikTok Pack (KES 50).,Negative,-0.654,Medium,Resolved,10,16.88,Tech-Network,AG-90158,Refreshed data balance; advised restart phone,1,-19,Low
KECS-20250408-00088,WhatsApp,Nyeri,Town,Consumer,Home Fiber,VAS/Subscriptions,VAS/Subscriptions,Unwanted premium subscription,Complaint,EN,"Hi KifaruTel, Unwanted premium subscription on my VAS/Subscriptions. ????",Negative,-0.313,Low,Pending,11,14.68,Billing,AG-08781,Stopped subscription; refunded charges,,,Medium
KECS-20241010-00089,Email,Kisii,Market,Consumer,Prepaid,Data Bundles,Data Bundles,Coverage/4G/5G unavailable,Complaint,EN,"Hi KifaruTel, Coverage/4G/5G unavailable on my Data Bundles. Bundle: YouTube Pack (KES 50).",Negative,-0.498,Low,Resolved,17,8.64,Tech-Network,AG-81291,Credited bundle; explained validity,2,,Low
KECS-20240413-00090,SMS/USSD,Meru,Nkubu,Consumer,Prepaid,Data Bundles,Data Bundles,Billing for data,Praise,SW,Great support KifaruTel customer care. Data Bundles issue ilirekebishwa. Bundle: Weekly 5GB (KES 200). kwani mbona ??,Positive,0.668,Medium,Resolved,13,13.70,Tech-Network,AG-37314,Refreshed data balance; advised restart phone,5,91,Low
KECS-20240714-00091,WhatsApp,Kitui,Home,Consumer,Home 4G Router,Voice & SMS,Voice & SMS,SMS delayed / not delivered,Complaint,SHENG,"Hi KifaruTel, SMS delayed / not delivered on my Voice & SMS. My number: 8432** (masked). si poa ????",Negative,-0.439,Low,Pending,44,6.48,Tech-Network,AG-17773,Escalated to technical team,,,Medium
KECS-20241214-00092,Twitter/X,Kakamega,Mumias,Consumer,Home Fiber,Home Internet,Home Internet,Installation delay,Request Refund/Reversal,SW,"Naomba reversal/refund. Home Internet: Installation delay. Amount KES 50. Location: Mumias, Kakamega. mko wapi",Neutral,0.268,Medium,Resolved,24,62.36,Tech-Fiber,AG-66210,Applied service credit after downtime,3,-24,Low
KECS-20251110-00093,Call Center,Kajiado,Kitengela,SME,Prepaid,SIM & Registration,SIM & Registration,Line blocked / SIM not working,Request Refund/Reversal,EN,Naomba reversal/refund. SIM & Registration: Line blocked / SIM not working. Amount KES 5000. My number: 1498** (masked). !!!,Negative,-0.782,High,Resolved,3,16.98,Care-General,AG-35651,Guided PUK unlock,1,-30,Low
KECS-20250803-00094,Call Center,Murang'a,Market,Consumer,Prepaid,SIM & Registration,SIM & Registration,KYC/ID verification issue,Complaint,EN,"Hi KifaruTel, KYC/ID verification issue on my SIM & Registration. My number: 9611** (masked). ??!!!",Neutral,0.135,High,Resolved,37,47.72,Care-General,AG-84902,Performed line refresh,3,,Low
KECS-20240604-00095,SMS/USSD,Migori,Town,SME,Prepaid,SIM & Registration,SIM & Registration,Lost SIM replacement,Complaint,SHENG,"Hi KifaruTel, Lost SIM replacement on my SIM & Registration. My number: 7690** (masked). mbona sasa ????!!!",Negative,-0.848,Low,Resolved,29,2.93,Care-General,AG-84894,Verified KYC documents; updated profile,4,,Medium
KECS-20250607-00096,Email,Nakuru,Nakuru Town,Consumer,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Unwanted premium subscription,Report Fraud,EN,Please help! Fraud/scam on my line. VAS/Subscriptions: Unwanted premium subscription. Amount KES 100. ...,Neutral,0.345,Low,Resolved,16,2.23,Billing,AG-39521,Stopped subscription; refunded charges,5,1,Low
KECS-20250106-00097,Mobile App Chat,Nairobi,Kasarani,Consumer,Postpaid,Mobile Money,Mobile Money,Till/PayBill not reflecting,Inquiry,EN,Need clarification about Mobile Money: Till/PayBill not reflecting. Transaction ref: M497859.,Negative,-0.378,Medium,Resolved,4,8.85,MobileMoney,AG-84347,Checked transaction status; advised retry,2,,Medium
KECS-20250917-00098,Call Center,Machakos,Athi River,Enterprise,Home Fiber,Voice & SMS,Voice & SMS,Unwanted promo SMS,Inquiry,EN,Nahitaji kujua about Voice & SMS: Unwanted promo SMS. My number: 0347** (masked).,Negative,-0.640,Medium,Resolved,9,20.82,Tech-Network,AG-58845,Logged complaint for follow-up,1,-39,Medium
KECS-20241110-00099,Retail Shop,Nairobi,Westlands,Consumer,Prepaid,Home Internet,Home Internet,Installation delay,Complaint,EN,"Hi KifaruTel, Installation delay on my Home Internet. Location: Westlands, Nairobi.",Negative,-0.624,Medium,Escalated,30,48.74,Tech-Fiber,AG-62202,Applied service credit after downtime,,,Medium
KECS-20250726-00100,WhatsApp,Kericho,Market,Consumer,Prepaid,Mobile Money,Mobile Money,Wrong recipient / reversal request,Report Fraud,SHENG,Please help! Fraud/scam on my line. Mobile Money: Wrong recipient / reversal request. Amount KES 1000. Transaction ref: M666843. mbona sasa,Negative,-0.897,High,Resolved,4,60.00,MobileMoney,AG-99796,Raised reversal ticket,3,-57,Low
KECS-20250817-00101,WhatsApp,Mombasa,Likoni,SME,Prepaid,Mobile Money,Mobile Money,Fraud / scam report,Complaint,SW,"Hi KifaruTel, Fraud / scam report on my Mobile Money. Transaction ref: M331307. sasa hivi",Neutral,0.438,High,Pending,13,84.01,MobileMoney,AG-44846,Checked transaction status; advised retry,,,Low
KECS-20250709-00102,WhatsApp,Nairobi,CBD,Consumer,Prepaid,Data Bundles,Data Bundles,Data depleted too fast,Inquiry,EN,Nauliza tu about Data Bundles: Data depleted too fast. Bundle: YouTube Pack (KES 50).,Neutral,0.067,High,Resolved,41,83.83,Tech-Network,AG-61872,Advised app update and cache clear,3,39,Low
KECS-20250108-00103,Twitter/X,Kiambu,Ruiru,SME,Prepaid,Mobile Money,Mobile Money,Agent/float issue,Complaint,EN,"Hi KifaruTel, Agent/float issue on my Mobile Money. Transaction ref: M354897. ??",Neutral,0.211,Medium,Resolved,50,6.85,MobileMoney,AG-13271,Raised reversal ticket,4,,Low
KECS-20240816-00104,SMS/USSD,Meru,Meru Town,Consumer,Prepaid,Voice & SMS,Voice & SMS,Nuisance/silent calls,Complaint,EN,"Hi KifaruTel, Nuisance/silent calls on my Voice & SMS. My number: 4857** (masked).",Neutral,0.315,Medium,Resolved,7,5.88,Tech-Network,AG-59351,Explained charges and plan details,2,,Low
KECS-20240317-00105,Call Center,Siaya,Home,Consumer,Prepaid,Home Internet,Home Internet,Fiber down / no internet,Complaint,SW,"Hi KifaruTel, Fiber down / no internet on my Home Internet. Location: Home, Siaya. tafadhali",Negative,-0.709,Medium,Resolved,18,38.54,Tech-Fiber,AG-05865,Raised outage incident; provided ETA,2,,Medium
KECS-20241005-00106,Twitter/X,Trans Nzoia,Home,SME,Prepaid,Mobile Money,Mobile Money,Wrong recipient / reversal request,Report Fraud,SHENG,Please help! Fraud/scam on my line. Mobile Money: Wrong recipient / reversal request. Amount KES 1000. Transaction ref: M430463. msee,Negative,-0.292,Low,Pending,9,3.36,MobileMoney,AG-65939,Escalated to payments team,,,Low
KECS-20250319-00107,Mobile App Chat,Nairobi,CBD,Consumer,Prepaid,Data Bundles,Data Bundles,Hotspot/tethering issue,Complaint,SW,"Hi KifaruTel, Hotspot/tethering issue on my Data Bundles. Bundle: Night 2GB (KES 100). nisaidie",Negative,-0.662,Low,Resolved,15,7.22,Tech-Network,AG-72791,Logged coverage complaint for optimization,1,-38,Medium
KECS-20250625-00108,Call Center,Nairobi,Karen,Enterprise,Pocket WiFi,SIM & Registration,SIM & Registration,Lost SIM replacement,Complaint,EN,"Hi KifaruTel, Lost SIM replacement on my SIM & Registration. My number: 1790** (masked).",Negative,-0.937,Low,Resolved,18,9.55,Care-General,AG-27837,Guided PUK unlock,1,-50,Medium
KECS-20250930-00109,Web Portal,Machakos,Athi River,Consumer,Pocket WiFi,Data Bundles,Data Bundles,Slow internet / buffering,Complaint,EN,"Hi KifaruTel, Slow internet / buffering on my Data Bundles. Bundle: Daily 1GB (KES 50). ????",Neutral,-0.215,Medium,Resolved,21,26.27,Tech-Network,AG-14770,Logged coverage complaint for optimization,3,23,Low
KECS-20250523-00110,Mobile App Chat,Nairobi,Karen,Consumer,Home 4G Router,Home Internet,Home Internet,Billing / plan upgrade,Complaint,EN,"Hi KifaruTel, Billing / plan upgrade on my Home Internet. Location: Karen, Nairobi.",Negative,-0.767,Low,Pending,7,10.28,Tech-Fiber,AG-81238,Advised plan upgrade/relocation process,,,Medium
KECS-20240427-00111,WhatsApp,Uasin Gishu,Eldoret,Consumer,Prepaid,Account/App,Account/App,Airtime top-up failure,Inquiry,EN,Nahitaji kujua about Account/App: Airtime top-up failure. My number: 5782** (masked).,Negative,-0.878,Medium,Pending,8,8.73,Care-General,AG-24826,Provided troubleshooting steps,,,Medium
KECS-20250815-00112,Web Portal,Kericho,Market,Consumer,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Inquiry,SW,Kindly advise about Mobile Money: Transaction failed / delayed. Transaction ref: M292913. hii ni noma,Negative,-0.218,High,Resolved,22,15.03,MobileMoney,AG-04633,Blocked suspicious account and guided reporting,2,,Medium
KECS-20251004-00113,Retail Shop,Vihiga,Market,Consumer,Prepaid,SIM & Registration,SIM & Registration,Lost SIM replacement,Complaint,EN,"Hi KifaruTel, Lost SIM replacement on my SIM & Registration. My number: 7264** (masked). ...",Negative,-0.675,Medium,Resolved,19,20.70,Care-General,AG-81298,Performed line refresh,3,-51,Medium
KECS-20240204-00114,Email,Makueni,Market,Consumer,Prepaid,SIM & Registration,SIM & Registration,SIM not registered / SIM swap,Complaint,EN,"Hi KifaruTel, SIM not registered / SIM swap on my SIM & Registration. My number: 0940** (masked).",Negative,-0.777,Low,Pending,18,2.21,Care-General,AG-33977,Guided SIM replacement process,,,Medium
KECS-20241119-00115,Web Portal,Kiambu,Juja,Consumer,Postpaid,Home Internet,Home Internet,Installation delay,Complaint,SW,"Hi KifaruTel, Installation delay on my Home Internet. Location: Juja, Kiambu. imepotea ??",Negative,-0.983,Medium,Pending,50,63.88,Tech-Fiber,AG-68147,Raised outage incident; provided ETA,,,Medium
KECS-20241001-00116,Mobile App Chat,Kericho,Home,Consumer,Postpaid,Voice & SMS,Voice & SMS,Call drops / poor quality,Complaint,SHENG,"Hi KifaruTel, Call drops / poor quality on my Voice & SMS. My number: 1396** (masked). kuja bana ??",Negative,-0.705,Low,Resolved,17,9.19,Tech-Network,AG-44144,Provided troubleshooting steps,5,-1,Medium
KECS-20240820-00117,SMS/USSD,Narok,Town,Consumer,Postpaid,SIM & Registration,SIM & Registration,KYC/ID verification issue,Complaint,EN,"Hi KifaruTel, KYC/ID verification issue on my SIM & Registration. My number: 2996** (masked). ??",Neutral,0.018,Medium,Resolved,12,4.37,Care-General,AG-04617,Assisted eSIM activation,4,,Low
KECS-20250820-00118,Retail Shop,Wajir,Market,Consumer,Prepaid,Data Bundles,Data Bundles,Hotspot/tethering issue,Complaint,SHENG,"Hi KifaruTel, Hotspot/tethering issue on my Data Bundles. Bundle: Night 2GB (KES 100). nimechoka ????",Negative,-0.816,Medium,Resolved,9,8.56,Tech-Network,AG-35334,Credited bundle; explained validity,1,16,Medium
KECS-20240829-00119,Twitter/X,Nakuru,Gilgil,Consumer,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Unwanted premium subscription,Complaint,EN,"Hi KifaruTel, Unwanted premium subscription on my VAS/Subscriptions. ????",Negative,-0.456,Medium,Resolved,22,37.94,Billing,AG-54538,Stopped subscription; educated on opt-in,2,-61,Medium
KECS-20240929-00120,SMS/USSD,Samburu,Stage,Consumer,Prepaid,Mobile Money,Mobile Money,Transaction failed / delayed,Request Refund/Reversal,SW,Naomba reversal/refund. Mobile Money: Transaction failed / delayed. Amount KES 300. Transaction ref: M174369. sasa hivi,Negative,-0.315,Medium,Resolved,30,6.51,MobileMoney,AG-76153,Raised reversal ticket,2,,Medium
KECS-20240911-00121,SMS/USSD,Homa Bay,Town,Consumer,Prepaid,Home Internet,Home Internet,Installation delay,Request Refund/Reversal,SW,"Naomba reversal/refund. Home Internet: Installation delay. Amount KES 50. Location: Town, Homa Bay. kwani mbona",Negative,-0.843,Low,Resolved,9,14.13,Tech-Fiber,AG-54946,Raised outage incident; provided ETA,4,,Medium
KECS-20241204-00122,SMS/USSD,Homa Bay,Home,Consumer,Prepaid,Roaming & International,Roaming & International,Unexpected roaming charges,Complaint,SHENG,"Hi KifaruTel, Unexpected roaming charges on my Roaming & International. My number: 0276** (masked). si poa",Neutral,-0.300,Medium,Resolved,31,8.54,Care-General,AG-69278,Logged complaint for follow-up,3,-16,Low
KECS-20250109-00123,Web Portal,Nairobi,Karen,Consumer,eSIM,Account/App,Account/App,Balance discrepancy,Complaint,EN,"Hi KifaruTel, Balance discrepancy on my Account/App. My number: 1894** (masked).",Negative,-0.840,Low,Resolved,22,4.13,Care-General,AG-79565,Provided troubleshooting steps,2,,Low
KECS-20240806-00124,Call Center,Mombasa,Nyali,Consumer,Home 4G Router,SIM & Registration,SIM & Registration,Lost SIM replacement,Complaint,EN,"Hi KifaruTel, Lost SIM replacement on my SIM & Registration. My number: 0512** (masked).",Neutral,0.037,Medium,Resolved,10,7.13,Care-General,AG-63723,Guided PUK unlock,3,31,Low
KECS-20250611-00125,WhatsApp,Kajiado,Kitengela,Consumer,Prepaid,Data Bundles,Data Bundles,Hotspot/tethering issue,Complaint,EN,"Hi KifaruTel, Hotspot/tethering issue on my Data Bundles. Bundle: Night 2GB (KES 100). ??",Negative,-0.540,Medium,Resolved,6,14.43,Tech-Network,AG-39385,Refreshed data balance; advised restart phone,3,,Low
KECS-20240308-00126,Retail Shop,Nairobi,Karen,Consumer,Postpaid,Roaming & International,Roaming & International,Roaming not working,Complaint,EN,"Hi KifaruTel, Roaming not working on my Roaming & International. My number: 6542** (masked).",Negative,-1.000,Low,Escalated,30,10.22,Care-General,AG-44271,Explained charges and plan details,,,Medium
KECS-20250531-00127,WhatsApp,Nairobi,Kasarani,SME,Prepaid,Voice & SMS,Voice & SMS,Shortcode/USSD not working,Complaint,EN,"Hi KifaruTel, Shortcode/USSD not working on my Voice & SMS. My number: 6719** (masked).",Negative,-0.524,Low,Resolved,7,2.09,Tech-Network,AG-15851,Provided troubleshooting steps,1,,Low
KECS-20250123-00128,SMS/USSD,West Pokot,Home,Enterprise,Prepaid,Data Bundles,Data Bundles,Data depleted too fast,Inquiry,EN,Nahitaji kujua about Data Bundles: Data depleted too fast. Bundle: TikTok Pack (KES 50).,Negative,-0.639,Medium,Resolved,25,7.15,Tech-Network,AG-93102,Advised app update and cache clear,3,-85,Medium
KECS-20240919-00129,Retail Shop,Baringo,Home,Consumer,Pocket WiFi,Home Internet,Home Internet,Fiber down / no internet,Request Refund/Reversal,SW,"Naomba reversal/refund. Home Internet: Fiber down / no internet. Amount KES 100. Location: Home, Baringo. mtanirefund? ??...",Negative,-0.665,High,Resolved,10,15.54,Tech-Fiber,AG-27390,Remote line test; reset ONT/router,2,-61,Medium
KECS-20250408-00130,Call Center,Meru,Meru Town,Consumer,Home Fiber,Data Bundles,Data Bundles,Bundle not activated,Complaint,SHENG,"Hi KifaruTel, Bundle not activated on my Data Bundles. Bundle: Daily 1GB (KES 50). nimechoka",Neutral,-0.046,Medium,Resolved,22,8.99,Tech-Network,AG-34031,Logged coverage complaint for optimization,4,,Low
KECS-20240331-00131,Call Center,Kiambu,Githurai,Consumer,Prepaid,Mobile Money,Mobile Money,PIN reset / locked account,Complaint,EN,"Hi KifaruTel, PIN reset / locked account on my Mobile Money. Transaction ref: M348636.",Negative,-0.899,Low,Resolved,16,20.27,MobileMoney,AG-70623,Checked transaction status; advised retry,1,,Low
KECS-20250325-00132,Web Portal,Bomet,Town,Consumer,Prepaid,VAS/Subscriptions,VAS/Subscriptions,Unwanted premium subscription,Complaint,EN,"Hi KifaruTel, Unwanted premium subscription on my VAS/Subscriptions.",Negative,-0.825,Low,Resolved,31,6.41,Billing,AG-92906,Stopped subscription; educated on opt-in,3,,Medium
KECS-20240505-00133,Facebook,Bomet,Town,Enterprise,Prepaid,Mobile Money,Mobile Money,PIN reset / locked account,Complaint,SW,"Hi KifaruTel, PIN reset / locked account on my Mobile Money. Transaction ref: M101429. niko area ya",Negative,-0.783,Low,Resolved,23,6.63,MobileMoney,AG-98931,Blocked suspicious account and guided reporting,3,,Medium
KECS-20251107-00134,Mobile App Chat,Kiambu,Thika,Consumer,Home 4G Router,Voice & SMS,Voice & SMS,Can't make/receive calls,Complaint,EN,"Hi KifaruTel, Can't make/receive calls on my Voice & SMS. My number: 7884** (masked).",Negative,-0.594,Medium,Escalated,14,22.20,Tech-Network,AG-13711,Provided troubleshooting steps,,,Medium
KECS-20240118-00135,Retail Shop,Kiambu,Kiambu Town,Consumer,Prepaid,Data Bundles,Data Bundles,Slow internet / buffering,Complaint,EN,"Hi KifaruTel, Slow internet / buffering on my Data Bundles. Bundle: Social Bundle (KES 100).",Negative,-0.757,Medium,Resolved,17,17.75,Tech-Network,AG-54025,Refreshed data balance; advised restart phone,2,-26,Medium
